Year,Month,Value
2012,6,220.468
2012,5,267.952
2012,4,395.883
2012,3,543.901
2012,2,830.092
2012,1,989.638
2011,12,897.632
2011,11,595.311
2011,10,363.633
2011,9,238.508
2011,8,224.41
2011,7,216.266
2011,6,236.829
2011,5,310.854
2011,4,468.213
2011,3,766.315
2011,2,964.492
2011,1,1191.842
2010,12,1084.526
2010,11,614.54
2010,10,336.526
2010,9,219.797
2010,8,211.883
2010,7,220.746
2010,6,251.123
2010,5,320.743
2010,4,442.45
2010,3,751.929
2010,2,1013.918
2010,1,1173.864
2009,12,990.179
2009,11,525.295
2009,10,391.531
2009,9,235.905
2009,8,221.244
2009,7,226.488
2009,6,245.754
2009,5,319.558
2009,4,540.24
2009,3,790.963
2009,2,958.004
2009,1,1193.633
2008,12,1016.781
2008,11,607.267
2008,10,358.251
2008,9,229.987
2008,8,219.439
2008,7,230.161
2008,6,258.106
2008,5,358.021
2008,4,543.573
2008,3,864.272
2008,2,1059.69
2008,1,1145.208
2007,12,964.938
2007,11,584.36
2007,10,306.016
2007,9,227.761
2007,8,220.828
2007,7,219.074
2007,6,239.167
2007,5,323.623
2007,4,549.349
2007,3,810.243
2007,2,1122.794
2007,1,1022.341
2006,12,812.888
2006,11,563.137
2006,10,373.739
2006,9,236.522
2006,8,215.4
2006,7,221.709
2006,6,248.303
2006,5,328.762
2006,4,497.257
2006,3,823.399
2006,2,913.847
2006,1,920.66
2005,12,1011.261
2005,11,560.281
2005,10,354.234
2005,9,243.425
2005,8,245.025
2005,7,250.214
2005,6,283.471
2005,5,392.372
2005,4,541.645
2005,3,893.424
2005,2,977.203
2005,1,1150.246
2004,12,989.63
2004,11,589.702
2004,10,370.651
2004,9,250.253
2004,8,249.395
2004,7,249.186
2004,6,271.16
2004,5,347.168
2004,4,544.871
2004,3,790.755
2004,2,1094.984
2004,1,1239.829
2003,12,978.095
2003,11,588.263
2003,10,392.238
2003,9,266.274
2003,8,239.31
2003,7,252.31
2003,6,283.004
2003,5,392.5
2003,4,583.48
2003,3,892.674
2003,2,1129.4
2003,1,1236.885
2002,12,1019.292
2002,11,672.81
2002,10,411.373
2002,9,245.094
2002,8,234.988
2002,7,242.485
2002,6,276.366
2002,5,393.374
2002,4,564.22
2002,3,866.604
2002,2,922.876
2002,1,1058.755
2001,12,834.956
2001,11,535.359
2001,10,390.69
2001,9,249.278
2001,8,243.045
2001,7,250.353
2001,6,269.265
2001,5,342.474
2001,4,568.741
2001,3,910.141
2001,2,1011.599
2001,1,1259.614
2000,12,1199.769
2000,11,685.909
2000,10,398.545
2000,9,277.46
2000,8,259.868
2000,7,248.353
2000,6,275.679
2000,5,368.115
2000,4,565.103
2000,3,749.527
2000,2,1001.826
2000,1,1126.861
1999,12,893.315
1999,11,549.732
1999,10,389.088
1999,9,257.206
1999,8,238.435
1999,7,244.032
1999,6,279.49
1999,5,369.834
1999,4,579.64
1999,3,889.222
1999,2,913.019
1999,1,1170.283
1998,12,822.855
1998,11,560.881
1998,10,348.011
1998,9,233.304
1998,8,236.964
1998,7,248.546
1998,6,276.806
1998,5,362.952
1998,4,559.432
1998,3,844.357
1998,2,884.292
1998,1,1033.182
1997,12,954.113
1997,11,676.345
1997,10,384.314
1997,9,258.731
1997,8,245.299
1997,7,252.881
1997,6,291.128
1997,5,424.499
1997,4,603.585
1997,3,802.626
1997,2,968.586
1997,1,1169.188
1996,12,982.86
1996,11,721.355
1996,10,410.345
1996,9,275.301
1996,8,247.704
1996,7,250.511
1996,6,294.46
1996,5,418.598
1996,4,649.341
1996,3,932.849
1996,2,1077.624
1996,1,1204.23
1995,12,1004.271
1995,11,683.068
1995,10,366.668
1995,9,265.657
1995,8,242.506
1995,7,255.484
1995,6,291.235
1995,5,407.996
1995,4,591.206
1995,3,799.454
1995,2,978.568
1995,1,1048.848
1994,12,863.656
1994,11,572.484
1994,10,380.844
1994,9,269.662
1994,8,261.634
1994,7,256.988
1994,6,288.894
1994,5,398.731
1994,4,554.184
1994,3,839.968
1994,2,1073.82
1994,1,1216.717
1993,12,933.702
1993,11,638.638
1993,10,400.698
1993,9,291.183
1993,8,275.486
1993,7,277.085
1993,6,309.46
1993,5,387.146
1993,4,632.346
1993,3,931.355
1993,2,995.481
1993,1,1068.71
1992,12,964.67
1992,11,635.285
1992,10,416.925
1992,9,303.655
1992,8,268.044
1992,7,281.557
1992,6,310.112
1992,5,409.088
1992,4,614.533
1992,3,789.909
1992,2,913.852
1992,1,1042.786
1991,12,895.254
1991,11,659.526
1991,10,396.624
1991,9,280.798
1991,8,265.22
1991,7,274.458
1991,6,292.128
1991,5,382.78
1991,4,544.552
1991,3,779.406
1991,2,871.428
1991,1,1105.406
1990,12,860.83
1990,11,565.086
1990,10,385.055
1990,9,286.261
1990,8,278.475
1990,7,272.311
1990,6,307.172
1990,5,405.317
1990,4,571.686
1990,3,749.89
1990,2,852.315
1990,1,1019.259
1989,12,1122.782
1989,11,650.464
1989,10,445.034
1989,9,331.322
1989,8,315.708
1989,7,307.04
1989,6,339.729
1989,5,452.349
1989,4,630.575
1989,3,917.257
1989,2,1011.179
1989,1,1049.034
1988,12,915.548
1988,11,626.228
1988,10,449.246
1988,9,310.421
1988,8,300.467
1988,7,305.236
1988,6,322.275
1988,5,449.797
1988,4,609.177
1988,3,863.14
1988,2,1036.19
1988,1,1169.925
1987,12,874.267
1987,11,587.143
1987,10,449.573
1987,9,306.302
1987,8,283.891
1987,7,297.013
1987,6,313.497
1987,5,403.212
1987,4,603.738
1987,3,830.043
1987,2,942.036
1987,1,1034.087
1986,12,865.612
1986,11,564.304
1986,10,390.975
1986,9,302.018
1986,8,294.801
1986,7,294.348
1986,6,315.692
1986,5,423.511
1986,4,564.726
1986,3,835.4
1986,2,959.474
1986,1,1096.939
1985,12,969.107
1985,11,543.231
1985,10,404.569
1985,9,312.758
1985,8,301.992
1985,7,301.608
1985,6,327.17
1985,5,395.278
1985,4,598.168
1985,3,816.543
1985,2,1120.769
1985,1,1061.433
1984,12,831.298
1984,11,556.191
1984,10,376.911
1984,9,312.717
1984,8,298.541
1984,7,298.467
1984,6,337.586
1984,5,479.534
1984,4,680.173
1984,3,878.47
1984,2,944.75
1984,1,1217.642
1983,12,827.164
1983,11,521.056
1983,10,357.347
1983,9,281.535
1983,8,280.232
1983,7,280.856
1983,6,324.786
1983,5,446.742
1983,4,658.629
1983,3,822.105
1983,2,906.205
1983,1,1126.919
1982,12,822.372
1982,11,567.522
1982,10,406.525
1982,9,323.867
1982,8,277.113
1982,7,283.59
1982,6,323.654
1982,5,417.487
1982,4,683.342
1982,3,850.443
1982,2,1025.192
1982,1,1165.945
1981,12,881.812
1981,11,598.64
1981,10,452.926
1981,9,286.684
1981,8,276.109
1981,7,281.742
1981,6,316.953
1981,5,424.011
1981,4,535.409
1981,3,796.785
1981,2,1001.049
1981,1,1192.187
1980,12,964.382
1980,11,644.357
1980,10,433.995
1980,9,300.257
1980,8,277.249
1980,7,296.382
1980,6,356.143
1980,5,460.466
1980,4,640.924
1980,3,926.399
1980,2,1075.443
1980,1,1063.204
1979,12,899.959
1979,11,631.953
1979,10,437.786
1979,9,318.485
1979,8,311.417
1979,7,314.195
1979,6,359.452
1979,5,484.65
1979,4,685.282
1979,3,949.668
1979,2,1261.839
1979,1,1264.667
1978,12,1017.61
1978,11,673.031
1978,10,470.243
1978,9,346.006
1978,8,337.852
1978,7,325.162
1978,6,375.832
1978,5,532.405
1978,4,675.086
1978,3,1038.126
1978,2,1236.943
1978,1,1232.305
1977,12,1058.283
1977,11,647.249
1977,10,470.296
1977,9,330.422
1977,8,311.161
1977,7,318.04
1977,6,365.119
1977,5,462.08
1977,4,630.341
1977,3,869.111
1977,2,1244.153
1977,1,1488.04
1976,12,1204.077
1976,11,827.672
1976,10,484.198
1976,9,336.311
1976,8,305.673
1976,7,333.04
1976,6,403.688
1976,5,522.575
1976,4,674.091
1976,3,895.893
1976,2,1100.921
1976,1,1303.69
1975,12,1006.009
1975,11,582.293
1975,10,443.56
1975,9,341.999
1975,8,303.802
1975,7,318.568
1975,6,368.304
1975,5,526.079
1975,4,865.717
1975,3,997.785
1975,2,1090.754
1975,1,1145.426
1974,12,1016.87
1974,11,645.39
1974,10,484.835
1974,9,341.18
1974,8,297.214
1974,7,318.421
1974,6,369.658
1974,5,500.171
1974,4,723.904
1974,3,912.136
1974,2,1062.873
1974,1,1235.945
1973,12,987.464
1973,11,711.988
1973,10,448.425
1973,9,342.204
1973,8,313.317
1973,7,306.868
1973,6,366.934
1973,5,535.914
1973,4,715.391
1973,3,983.374
1973,2,1174.899
1973,1,1339.27
2022,12,1028.36
2022,11,186.813
2022,10,-399.801
2022,9,-266.567
2022,8,228.006
2022,7,177.285
2022,6,86.202
2022,5,-277.839
2022,4,-55.663
2022,3,355.506
2022,2,1057.432
2022,1,1284.631
2021,12,600.126
2021,11,195.378
2021,10,-300.581
2021,9,-246.694
2021,8,445.152
2021,7,259.73
2021,6,192.786
2021,5,-343.123
2021,4,-92.394
2021,3,28.549
2021,2,1390.471
2021,1,996.566
2020,12,1080.312
2020,11,83.525
2020,10,110.822
2020,9,-100.543
2020,8,302.183
2020,7,228.105
2020,6,-400.042
2020,5,-616.059
2020,4,-894.627
2020,3,-154.961
2020,2,598.038
2020,1,498.533
2019,12,406.68
2019,11,268.519
2019,10,-437.941
2019,9,-370.065
2019,8,-205.246
2019,7,-106.026
2019,6,-366.129
2019,5,-791.293
2019,4,-682.003
2019,3,352.057
2019,2,728.623
2019,1,804.778
2018,12,546.895
2018,11,321.536
2018,10,-267.908
2018,9,-400.679
2018,8,-168.194
2018,7,198.555
2018,6,-138.216
2018,5,-348.381
2018,4,-50.257
2018,3,352.546
2018,2,518.937
2018,1,1263.15
2017,12,1044.162
2017,11,186.998
2017,10,-153.751
2017,9,-127.641
2017,8,15.812
2017,7,336.697
2017,6,-30.199
2017,5,-355.074
2017,4,-256.264
2017,3,305.492
2017,2,304.921
2017,1,742.452
2016,12,1119.096
2016,11,-163.139
2016,10,-396.198
2016,9,-26.197
2016,8,308.322
2016,7,198.654
2016,6,150.384
2016,5,-341.573
2016,4,-185.456
2016,3,-123.058
2016,2,423.357
2016,1,817.237
2015,12,163.863
2015,11,-283.414
2015,10,-589.014
2015,9,-491.893
2015,8,-369.63
2015,7,-50.283
2015,6,-158.616
2015,5,-616.785
2015,4,-683.148
2015,3,-207.793
2015,2,897.979
2015,1,607.738
2014,12,142.671
2014,11,-33.42
2014,10,-658.763
2014,9,-582.765
2014,8,-275.642
2014,7,-261.249
2014,6,-273.018
2014,5,-683.998
2014,4,-562.363
2014,3,330.43
2014,2,1072.53
2014,1,1351.614
2013,12,1155.713
2013,11,334.034
2013,10,-132.405
2013,9,-281.856
2013,8,-100.449
2013,7,43.958
2013,6,-111.055
2013,5,-458.708
2013,4,-252.832
2013,3,555.115
2013,2,828.517
2013,1,849.347
2012,12,564.478
2012,11,16.022
2012,10,-359.968
2012,9,-383.864
2012,8,-4.757
2012,7,144.404
2012,6,-125.204
2012,5,-402.184
2012,4,-302.974
2012,3,-333.664
2012,2,298.156
2012,1,219.55
2011,12,346.585
2011,11,-261.912
2011,10,-579.19
2011,9,-290.707
2011,8,163.114
2011,7,221.49
2011,6,-151.886
2011,5,-519.063
2011,4,-349.574
2011,3,-7.902
2011,2,837.651
2011,1,980.394
2010,12,993.85
2010,11,-1.725
2010,10,-525.382
2010,9,-356.587
2010,8,95.633
2010,7,35.962
2010,6,-74.475
2010,5,-419.052
2010,4,-587.608
2010,3,-58.512
2010,2,779.115
2010,1,1034.547
2009,12,977.481
2009,11,-133.078
2009,10,-210.295
2009,9,-498.925
2009,8,-76.557
2009,7,-332.476
2009,6,-438.312
2009,5,-698.731
2009,4,-575.192
2009,3,-303.906
2009,2,273.279
2009,1,597.091
2008,12,348.46
2008,11,-251.408
2008,10,-561.986
2008,9,-221.251
2008,8,-344.082
2008,7,-202.458
2008,6,-182.431
2008,5,-451.421
2008,4,-355.466
2008,3,262.49
2008,2,750.785
2008,1,796.405
2007,12,692.675
2007,11,-68.042
2007,10,-391.278
2007,9,-289.631
2007,8,107.996
2007,7,-61.847
2007,6,-311.6
2007,5,-690.071
2007,4,-348.121
2007,3,-117.21
2007,2,1155.593
2007,1,536.106
2006,12,360.415
2006,11,-46.576
2006,10,-289.351
2006,9,-507.564
2006,8,-77.553
2006,7,9.555
2006,6,-351.217
2006,5,-684.335
2006,4,-447.816
2006,3,172.147
2006,2,474.756
2006,1,180.052
2005,12,800.39
2005,11,-263.934
2005,10,-390.948
2005,9,-41.987
2005,8,149.334
2005,7,33.392
2005,6,-213.434
2005,5,-491.583
2005,4,-424.29
2005,3,103.84
2005,2,433.747
2005,1,832.745
2004,12,670.729
2004,11,-113.091
2004,10,-325.574
2004,9,-160.154
2004,8,-202.38
2004,7,-157.571
2004,6,-363.682
2004,5,-331.169
2004,4,-229.953
2004,3,-11.179
2004,2,913.169
2004,1,1002.868
2003,12,670.417
2003,11,143.571
2003,10,-429.388
2003,9,-483.519
2003,8,65.952
2003,7,-24.724
2003,6,-484.298
2003,5,-662.77
2003,4,-372.977
2003,3,196.546
2003,2,1151.579
2003,1,1185.899
2002,12,758.735
2002,11,65.89
2002,10,-236.516
2002,9,-112.825
2002,8,74.954
2002,7,196.755
2002,6,-75.766
2002,5,-446.312
2002,4,-175.403
2002,3,277.871
2002,2,417.291
2002,1,415.375
2001,12,245.759
2001,11,-454.665
2001,10,-563.444
2001,9,-570.544
2001,8,-99.427
2001,7,-148.702
2001,6,-457.387
2001,5,-735.707
2001,4,-439.099
2001,3,-35.736
2001,2,547.824
2001,1,778.427
2000,12,1120.417
2000,11,130.264
2000,10,-243.858
2000,9,-200.748
2000,8,141.744
2000,7,105.211
2000,6,-97.827
2000,5,-79.212
2000,4,-120.092
2000,3,10.993
2000,2,724.425
2000,1,1038.043
1999,12,698.529
1999,11,-107.289
1999,10,-88.142
1999,9,-181.56
1999,8,217.118
1999,7,179.707
1999,6,-96.642
1999,5,-374.705
1999,4,-118.802
1999,3,176.366
1999,2,250.248
1999,1,822.705
1998,12,491.362
1998,11,-245.998
1998,10,-439.212
1998,9,-48.794
1998,8,96.105
1998,7,86.938
1998,6,-153.003
1998,5,-476.702
1998,4,-366.189
1998,3,129.496
1998,2,336.958
1998,1,448.116
1997,12,842.69
1997,11,280.021
1997,10,-288.775
1997,9,-317.664
1997,8,49.651
1997,7,251.829
1997,6,-239.929
1997,5,-590.444
1997,4,-51.508
1997,3,90.999
1997,2,545.694
1997,1,889.795
1996,12,704.737
1996,11,376.755
1996,10,-165.079
1996,9,-197.201
1996,8,-113.921
1996,7,-56.693
1996,6,-124.808
1996,5,-360.497
1996,4,-106.645
1996,3,428.224
1996,2,983.8
1996,1,1111.26
1995,12,986.032
1995,11,159.267
1995,10,-225.219
1995,9,-340.093
1995,8,274.605
1995,7,172.089
1995,6,-175.227
1995,5,-228.859
1995,4,19.778
1995,3,63.568
1995,2,714.827
1995,1,698.373
1994,12,339.224
1994,11,-219.386
1994,10,-285.952
1994,9,-534.198
1994,8,-306.169
1994,7,-146.952
1994,6,-148.46
1994,5,-521.044
1994,4,-323.337
1994,3,9.653
1994,2,868.748
1994,1,1297.963
1993,12,672.121
1993,11,104.186
1993,10,-297.004
1993,9,-159.841
1993,8,185.735
1993,7,240.358
1993,6,-187.543
1993,5,-373.319
1993,4,-110.557
1993,3,484.915
1993,2,820.386
1993,1,623.401
1992,12,769.97
1992,11,122.935
1992,10,-396.662
1992,9,-237.799
1992,8,-183.54
1992,7,9.631
1992,6,-154.83
1992,5,-187.164
1992,4,-1.359
1992,3,405.894
1992,2,594.618
1992,1,634.758
1991,12,659.082
1991,11,158.015
1991,10,-276.703
1991,9,-172.234
1991,8,-187.715
1991,7,149.042
1991,6,-130.927
1991,5,-366.601
1991,4,-264.742
1991,3,129.72
1991,2,387.292
1991,1,782.312
1990,12,791.643
1990,11,-21.59
1990,10,-231.607
1990,9,-33.839
1990,8,-76.565
1990,7,-136.588
1990,6,-223.801
1990,5,-465.019
1990,4,-77.158
1990,3,-8.481
1990,2,119.414
1990,1,65.094
1989,12,1400.438
1989,11,-82.413
1989,10,-331.554
1989,9,-353.947
1989,8,-318.252
1989,7,19.681
1989,6,-40.453
1989,5,-355.764
1989,4,-76.298
1989,3,448.911
1989,2,714.072
1989,1,326.454
1988,12,558.122
1988,11,-173.6
1988,10,-314.478
1988,9,-324.311
1988,8,-12.135
1988,7,158.659
1988,6,-68.124
1988,5,-364.226
1988,4,-145.559
1988,3,234.659
1988,2,576.522
1988,1,715.419
1987,12,395.3
1987,11,-351.87
1987,10,-544.376
1987,9,-473.074
1987,8,-276.581
1987,7,46.828
1987,6,-145.975
1987,5,-163.716
1987,4,67.679
1987,3,165.247
1987,2,578.527
1987,1,618.435
1986,12,279.762
1986,11,-244.57
1986,10,-488.362
1986,9,-515.514
1986,8,-311.39
1986,7,-52.872
1986,6,-322.853
1986,5,-346.323
1986,4,-48.284
1986,3,313.024
1986,2,594.526
1986,1,582.336
1985,12,584.066
1985,11,-134.645
1985,10,-351.075
1985,9,-310.781
1985,8,46.579
1985,7,30.629
1985,6,-218.837
1985,5,-491.088
1985,4,-175.61
1985,3,109.915
1985,2,1032.745
1985,1,967.338
1984,12,378.709
1984,11,-81.487
1984,10,-407.618
1984,9,-541.275
1984,8,-378.398
1984,7,-338.267
1984,6,-294.932
1984,5,-553.537
1984,4,-60.419
1984,3,210.073
1984,2,196.071
1984,1,958.467
1983,12,694.53
1983,11,-137.634
1983,10,-454.264
1983,9,-419.217
1983,8,-224.057
1983,7,-44.353
1983,6,-191.096
1983,5,-262.568
1983,4,31.185
1983,3,487.597
1983,2,562.861
1983,1,747.39
1982,12,402.519
1982,11,-81.028
1982,10,-340.962
1982,9,-422.708
1982,8,-430.863
1982,7,-304.981
1982,6,-549.912
1982,5,-541.984
1982,4,-2.017
1982,3,27.239
1982,2,530.27
1982,1,981.013
1981,12,468.348
1981,11,-136.429
1981,10,-448.601
1981,9,-692.172
1981,8,-509.471
1981,7,-273.337
1981,6,-184.218
1981,5,156.835
1981,4,331.906
1981,3,-86.788
1981,2,192.008
1981,1,914.377
1980,12,538.219
1980,11,81.628
1980,10,-179.291
1980,9,-289.239
1980,8,-290.075
1980,7,-125.692
1980,6,-572.578
1980,5,-644.948
1980,4,-472.372
1980,3,-12.339
1980,2,433.663
1980,1,302.537
1979,12,369.039
1979,11,-182.937
1979,10,-672.622
1979,9,-584.935
1979,8,-584.493
1979,7,-302.246
1979,6,-651.859
1979,5,-620.881
1979,4,-398.909
1979,3,7.815
1979,2,973.569
1979,1,1004.923
1978,12,422.408
1978,11,-251.623
1978,10,-558.751
1978,9,-610.06
1978,8,-459.619
1978,7,-437.914
1978,6,-614.643
1978,5,-617.937
1978,4,-497.0
1978,3,352.515
1978,2,1381.459
1978,1,1551.345
1977,12,1172.78
1977,11,-270.563
1977,10,-577.906
1977,9,-663.427
1977,8,-364.124
1977,7,-330.069
1977,6,-571.927
1977,5,-740.491
1977,4,-610.7
1977,3,-578.259
1977,2,276.578
1977,1,1308.942
1976,12,917.189
1976,11,358.976
1976,10,-184.24
1976,9,-618.356
1976,8,-382.852
1976,7,-234.563
1976,6,-513.435
1976,5,-420.022
1976,4,-256.462
1976,3,-100.949
1976,2,322.967
1976,1,939.402
1975,12,613.458
1975,11,-127.678
1975,10,-388.816
1975,9,-595.252
1975,8,-341.322
1975,7,-291.195
1975,6,-487.975
1975,5,-531.911
1975,4,-57.411
1975,3,211.704
1975,2,341.812
1975,1,593.424
1974,12,685.55
1974,11,500.07
1974,10,-169.305
1974,9,-364.592
1974,8,-314.204
1974,7,-334.259
1974,6,-389.243
1974,5,-666.03
1974,4,-385.81
1974,3,35.739
1974,2,463.145
1974,1,458.905
1973,12,489.137
1973,11,143.584
1973,10,-337.003
1973,9,-430.371
1973,8,-395.78
1973,7,-291.695
1973,6,-315.356
1973,5,-305.335
1973,4,-110.067
1973,3,-67.64
1973,2,390.129
1973,1,771.858
